-∞ | 97.265625
99 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
94 | 100
93 | 100
93 | 100
92 | 100
92 | 100
92 | 100
93 | 100
92 | 100
92 | 100
92 | 100
92 | 100
92 | 100
92 | 100
91 | 100
90 | 100
92 | 100
92 | 100
91 | 100
92 | 100
92 | 100
91 | 100
91 | 100
92 | 100
93 | 100
98 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
100 | 100
97 | 100
96 | 100
94 | 100
95 | 100
95 | 100
95 | 100
95 | 100
94 | 100
94 | 100
94 | 100
94 | 100
94 | 100
94 | 100
94 | 100
94 | 100
94 | 100
93 | 100
93 | 100
94 | 100
94 | 100
94 | 100
94 | 100
94 | 100
94 | 100
94 | 100
94 | 100
94 | 100
94 | 100
94 | 100
94 | 100
95 | 100
95 | 100
94 | 100
96 | 100
99 | 100
98 | 100
98 | 100
99 | 100
99 | 100
99 | 100
99 | 100
100 | 100
99 | 100
99 | 100
100 | 100
100 | 100
97 | 100
97 | 100
96 | 100
95 | 100
96 | 100
96 | 100
94 | 100
94 | 100
94 | 100
94 | 100
100 | 100
97 | 100
95 | 100
95 | 100
94 | 100
94 | 100
94 | 100
94 | 100
94 | 100
94 | 100
94 | 100
94 | 100
94 | 100
94 | 100
94 | 100
94 | 100
94 | 100
94 | 100
95 | 100
95 | 100
95 | 100
95 | 100
95 | 100
95 | 100
96 | 100
96 | 100
96 | 100
95 | 100
96 | 100
97 | 100
97 | 100
96 | 100
97 | 100
99 | 100
100 | 100
100 | 100
100 | 100
100 | 100
97 | 100
97 | 100
96 | 100
96 | 100
96 | 100
95 | 100
95 | 100
95 | 100
94 | 100
94 | 100
94 | 100
94 | 100
95 | 100
95 | 100
94 | 100
94 | 100
94 | 100
94 | 100
95 | 100
96 | 100
95 | 100
94 | 100
95 | 100
94 | 100
94 | 100
95 | 100
94 | 100
95 | 100
95 | 100
96 | 100
95 | 100
95 | 100
95 | 100
96 | 100
96 | 100
97 | 100
97 | 100
97 | 100
96 | 100
95 | 100
95 | 100
96 | 100
98 | 100
97 | 100
97 | 100
97 | 100
96 | 100
96 | 100
96 | 100
96 | 100
96 | 100
96 | 100
95 | 100
95 | 100
96 | 100
95 | 100
95 | 100
95 | 100
95 | 100
95 | 100
95 | 100
94 | 100
95 | 100
94 | 100
94 | 100
95 | 100
95 | 100
95 | 100
95 | 100
95 | 100
95 | 100
94 | 100
94 | 100
94 | 100
94 | 100
95 | 100
95 | 100
96 | 100
95 | 100
95 | 100
95 | 100
96 | 100
96 | 100
96 | 100
96 | 100
97 | 100
98 | 100
97 | 100
97 | 100
97 | 100
96 | 100
95 | 100
96 | 100
97 | 100
97 | 100
96 | 100
96 | 100
95 | 100
95 | 100
95 | 100
95 | 100
94 | 100
94 | 100
94 | 100
95 | 100
95 | 100
95 | 100
95 | 100
94 | 100
95 | 100
95 | 100
94 | 100
95 | 100
95 | 100
95 | 100
95 | 100
95 | 100
95 | 100
95 | 100
94 | 100
95 | 100
95 | 100
96 | 100
96 | 100
96 | 100
96 | 100
96 | 100
96 | 100
97 | 100
97 | 100
96 | 100
96 | 100
96 | 100
97 | 100
98 | 100
98 | 100
97 | 100
97 | 100
97 | 100
96 | 100
95 | 100
95 | 100
94 | 100
94 | 100
94 | 100
95 | 100
94 | 100
95 | 100
96 | 100
95 | 100
95 | 100
95 | 100
94 | 100
95 | 100
94 | 100
94 | 100
94 | 100
94 | 100
94 | 100
93 | 100
95 | 100
96 | 100
99 | 100
100 | 100
97 | 100
96 | 100
96 | 100
96 | 100
94 | 100
94 | 100
95 | 100
95 | 100
95 | 100
96 | 100
96 | 100
96 | 100
96 | 100
96 | 100
96 | 100
97 | 100
